"SKU*","Parent SKU","Name","Subtitle","Brand","Active","Approved","Virtual","RRP","Cost Price","Price (Default)","Default Purchase Price","Tax Free Item","Description","Category","UPC/EAN","UPC/EAN 1","UPC/EAN 2","UPC/EAN 3","Height (Shipping)","Cubic (Shipping)","Width (Shipping)","Selling Unit of Measure","SEO Meta Keywords","Length (Shipping)","Weight (shipping)","Shipping Category","SEO Meta Description","SEO Page Title","Specific Type 1","Specific Value 1","Specific Type 2","Specific Value 2","Custom Label/Code","Split for Warehouse Picking","Handling Time (days)","Kit Components","pdf2","Pick Zone","Upsell Products","Editable Kits","Sort Order 2","Sort Order 1","Promotion Price","Supplier Product Name","Enquire Now","Tax Inclusive","Bullet points","Specific Type 3","Tax Category","pdf3","Promotion Start Date","Service Item","Incoming Qty","Lead Time","Promotion Expiry Date","Preorder Qty","Date Added","Short Description","Primary Supplier","Supplier Item Code","Date Of Arrival","Youtube Video ID","Promotion ID","Display Template","Price (A)","Specific Value 3","Price (B)","Price (C)","Price (D)","Price (E)","Price (F)","ePID for eBay United States","ePID for eBay Canada (English)","ePID for eBay UK","ePID for eBay Australia","ePID for eBay Germany","Qty In Stock (DE Water Products)"
"CRREJ80x100","CRREJ","Concentric Reducing Rubber Expansion Joint with Table E or ANSI 150LB Zinc flanges","","Concentric Reducing Rubber Expansion Joint","y","y","n","0.00","0.00000000","641.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Reducing Rubber Expansion Joint","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Concentric Reducing Rubber Expansion Joint with Table E or ANSI 150LB Zinc flanges","Size - please check product sizing before ordering","80mm x 100mm","","","","n","","","","","","n","0","0","","","n","n","<ul><li>Size From: 50mm x 65mm</li><li>Body: Zinc/EPDM</li><li>Pressure Range: 0 to 16 BAR</li></ul>","","","","0000-00-00 00:00:00","n","0","3 weeks","0000-00-00 00:00:00","0","2018-09-10 00:00:00","Element material EPDM; Zinc flanges Table E or ANSI 150LB","","","0000-00-00","","","","641.00","","","","","","","","","","","","0"
"CRSREJA","","Control Rod - Rubber Expansion Joint Accessory","","Control Rod - Rubber Expansion Joint Accessory","y","y","y","0.00","0.00000000","265.00","0.00000000","n","<p>Galvanised/ Zinc Plated Control rod&nbsp;for Rubber Expansion Joints.</p>

<p>- Also available in Stainless Steel - contact us for a quote.</p>

<p>When fitted to rubber expansion joints and mating flanges these will stop excessive movement which prevents the rubber expansion joint from failing.</p>

<p><u><strong>The price is for 1 x&nbsp;control rod. If you need 2 or 4 x control rods, you need to make the quantity 2 or 4 or however many you need.</strong></u></p>

<p>The price&nbsp;quoted is&nbsp;relevant to the Nominal Bore Size of the rubber expansion joint, and manufactured from Galvansied Steel/ Zinc plated steel.</p>

<p>Please advise what the flange specification is, as the control rods are manufactured to suit the flange specification.</p>

<p>- 12 months warranty on manufacturing defects only.</p>

<p>&nbsp;</p>
","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","control rod for rubber expansion joint","0.000","0.0000","0","control rod for rubber expansion joint","Control Rod - Rubber Expansion Joint Accessory","","","","","","n","","","","","","n","10","10","","","n","n","","","","","0000-00-00 00:00:00","n","0","3 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","AGqIADqFtWI","","","265.00","","","","","","","","","","","",""
"CRSREJA_100","CRSREJA","Control Rod - Rubber Expansion Joint Accessory [size: 100mm]","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","300.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 100mm]","Size - please check product sizing before ordering","100mm DN100 (4"") Nominal Bore sizing","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","300.00","","","","","","","","","","","",""
"CRSREJA_125","CRSREJA","Control Rod - Rubber Expansion Joint Accessory [size: 125mm]","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","350.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 125mm]","Size - please check product sizing before ordering","125mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","350.00","","","","","","","","","","","",""
"CRSREJA_150","CRSREJA","Control Rod - Rubber Expansion Joint Accessory [size: 150mm]","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","360.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 150mm]","Size - please check product sizing before ordering","150mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","360.00","","","","","","","","","","","",""
"CRSREJA_200","CRSREJA","Control Rod - Rubber Expansion Joint Accessory [size: 200mm]","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","370.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 200mm]","Size - please check product sizing before ordering","200mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","370.00","","","","","","","","","","","",""
"CRSREJA_250","CRSREJA","Control Rod - Rubber Expansion Joint Accessory [size: 250mm]","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","400.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 250mm]","Size - please check product sizing before ordering","250mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","400.00","","","","","","","","","","","",""
"CRSREJA_300","CRSREJA","Control Rod - Rubber Expansion Joint Accessory [size: 300mm]","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","425.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 300.0mm]","Size - please check product sizing before ordering","300mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","425.00","","","","","","","","","","","",""
"CRSREJA_350","CRSREJA","Control Rod - Rubber Expansion Joint Accessory [size: 350mm]","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","450.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 350mm]","Size - please check product sizing before ordering","350mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","450.00","","","","","","","","","","","",""
"CRSREJA_400","CRSREJA","Control Rod - Rubber Expansion Joint Accessory [size: 400mm]","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","500.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 400mm]","Size - please check product sizing before ordering","400mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","500.00","","","","","","","","","","","",""
"CRSREJA_450","CRSREJA","Control Rod - Rubber Expansion Joint Accessory [size: 450mm]","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","550.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 450mm]","Size - please check product sizing before ordering","450mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","550.00","","","","","","","","","","","",""
"CRSREJA_50","CRSREJA","Control Rod - Rubber Expansion Joint Accessory","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","265.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory","Size - please check product sizing before ordering","50mm DN50 (2"") Nominal Bore sizing","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","265.00","","","","","","","","","","","",""
"CRSREJA_500","CRSREJA","Control Rod - Rubber Expansion Joint Accessory [size: 500mm]","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","575.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 500mm]","Size - please check product sizing before ordering","500mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","575.00","","","","","","","","","","","",""
"CRSREJA_600","CRSREJA","Control Rod - Rubber Expansion Joint Accessory [size: 600mm]","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","600.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 600mm]","Size - please check product sizing before ordering","600mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","600.00","","","","","","","","","","","",""
"CRSREJA_65","CRSREJA","Control Rod - Rubber Expansion Joint Accessory","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","270.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory","Size - please check product sizing before ordering","65mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","270.00","","","","","","","","","","","",""
"CRSREJA_80","CRSREJA","Control Rod - Rubber Expansion Joint Accessory","","Control Rod - Rubber Expansion Joint Accessory","y","y","n","0.00","0.00000000","290.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Control Rod Set - Rubber Expansion Joint Accessory","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Control Rod - Rubber Expansion Joint Accessory [size: 80mm]","Size - please check product sizing before ordering","80mm DN80 (3"") Nominal Bore sizing","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2019-02-13 00:00:00","","","","0000-00-00","","","","290.00","","","","","","","","","","","",""
"D-SERIESENCAP","","D - Series Encapsulating Clamp","D - Series Encapsulating Clamp","Encapsulating Pipe Repair Clamp","y","y","n","0.00","0.00000000","643.50","0.00000000","n","<p><span style=""font-size:20px;"">Encapsulating Pipe Repair Clamp D - Series.</span></p>

<p><span style=""font-size:16px;"">Available in sizes 87.0mm to 219.1mm OD.</span> <span style=""font-size:16px;"">Being 88.9mm, 114.3mm, 168.3mm, 219.1mm OD pipe.</span></p>

<p>The D-series encapsulating pipe repair clamp has been designed to have an increased Internal Diameter in the centre of the clamp, to accommodate seals or connections which are leaking.</p>

<p>Test Pressures are 16 Bar for all sizes.</p>

<p>Manufactured from cast Ductile Iron with epoxy coating, EPDM rubber and stainless steel fasteners.</p>
","Pipe Repair Clamps;Orbit Pipe Repair Clamps;Encapsulating Pipe Repair Clamps","","","","","0.000","0.000000000","0.000","","D - Series Encapsulating Pipe Repair Clamp","0.000","0.0000","0","D - Series Encapsulating Pipe Repair Clamp","D - Series Encapsulating Clamp","","","","","","n","","","","","","n","18","18","","","n","n","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2025-01-29 00:00:00","","","","0000-00-00","","","","643.50","","","","","","","","","","","",""
"D-SERIESENCAP_88.9","D-SERIESENCAP","D - Series Encapsulating Clamp","","Encapsulating Pipe Repair Clamp","y","y","n","0.00","0.00000000","643.50","0.00000000","n","","Pipe Repair Clamps","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","D - Series Encapsulating Clamp","Size - please check product sizing before ordering","88.9mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","2 weeks","0000-00-00 00:00:00","0","2025-01-29 00:00:00","","","","0000-00-00","","","","643.50","","","","","","","","","","","",""
"DAFVE","","Float Valve - Direct Acting Lever Operated - Flanged Table D","","Float Valve - Direct Acting Lever Operated - Flang","n","n","n","0.00","0.00000000","2294.00","0.00000000","n","<p>The direct acting lever operated float valve available in sizes DN40 to DN300 is designed to be installed above a tank or sump to control the level of fluid by preventing or allowing the flow of fluid using the float ball and lever.</p>
","Industrial Valves;Industrial Valves > Float Valves","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","","","","","","","n","","","","","","n","0","0","","","n","n","<ul><li>Size From: 50mm</li><li>Body: CI/316SS</li><li>Pressure Range: 0-16 BAR</li></ul>","","","","0000-00-00 00:00:00","n","0","","0000-00-00 00:00:00","0","2018-09-10 00:00:00","","","","0000-00-00","AsbRg71yc5w","","","2294.00","","","","","","","","","","","","0"
"DAFVE-100","DAFVE","Float Valve - Direct Acting Lever Operated - Flanged Table D","","Float Valve ","n","n","n","0.00","0.00000000","4574.00","0.00000000","n","","Industrial Valves;Industrial Valves > Float Valves","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Float Valve - Direct Acting Lever Operated - Flanged Table D","Size - please check product sizing before ordering","100mm DN100 (4"") Nominal Bore sizing","","","","n","","","","","","n","0","0","","","n","n","<ul><li>Size From: 50mm</li><li>Body: CI/316SS</li><li>Pressure Range: 0-16 BAR</li></ul>","","","","0000-00-00 00:00:00","n","0","7 days","0000-00-00 00:00:00","0","2018-09-10 12:48:33","Body material; Cast Iron FBE Coated, Lever and float material; 316 stainless steel","","","0000-00-00","","","","4574.00","","","","","","","","","","","","0"
"DAFVE-150","DAFVE","Float Valve - Direct Acting Lever Operated - Flanged Table D","","Float Valve ","n","n","n","0.00","0.00000000","7154.00","0.00000000","n","","Industrial Valves;Industrial Valves > Float Valves","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Float Valve - Direct Acting Lever Operated - Flanged Table D","Size - please check product sizing before ordering","150mm","","","","n","","","","","","n","0","0","","","n","n","<ul><li>Size From: 50mm</li><li>Body: CI/316SS</li><li>Pressure Range: 0-16 BAR</li></ul>","","","","0000-00-00 00:00:00","n","0","7 days","0000-00-00 00:00:00","0","2018-09-10 12:48:33","Body material; Cast Iron FBE Coated, Lever and float material; 316 stainless steel","","","0000-00-00","","","","7154.00","","","","","","","","","","","","0"
"DAFVE-200","DAFVE","Float Valve - Direct Acting Lever Operated - Flanged Table D","","Float Valve ","n","n","n","0.00","0.00000000","9449.00","0.00000000","n","","Industrial Valves;Industrial Valves > Float Valves","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Float Valve - Direct Acting Lever Operated - Flanged Table D","Size - please check product sizing before ordering","200mm","","","","n","","","","","","n","0","0","","","n","n","<ul><li>Size From: 50mm</li><li>Body: CI/316SS</li><li>Pressure Range: 0-16 BAR</li></ul>","","","","0000-00-00 00:00:00","n","0","7 days","0000-00-00 00:00:00","0","2018-09-10 12:48:33","Body material; Cast Iron FBE Coated, Lever and float material; 316 stainless steel","","","0000-00-00","","","","9449.00","","","","","","","","","","","","0"
"DAFVE-250","DAFVE","Float Valve - Direct Acting Lever Operated - Flanged Table D","","Float Valve ","n","n","n","0.00","0.00000000","14849.00","0.00000000","n","","Industrial Valves;Industrial Valves > Float Valves","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Float Valve - Direct Acting Lever Operated - Flanged Table D","Size - please check product sizing before ordering","250mm","","","","n","","","","","","n","0","0","","","n","n","<ul><li>Size From: 50mm</li><li>Body: CI/316SS</li><li>Pressure Range: 0-16 BAR</li></ul>","","","","0000-00-00 00:00:00","n","0","12 weeks","0000-00-00 00:00:00","0","2018-09-10 12:48:33","Body material; Cast Iron FBE Coated, Lever and float material; 316 stainless steel","","","0000-00-00","","","","14849.00","","","","","","","","","","","","0"
"DAFVE-300","DAFVE","Float Valve - Direct Acting Lever Operated - Flanged Table D","","Float Valve ","n","n","n","0.00","0.00000000","20249.00","0.00000000","n","","Industrial Valves;Industrial Valves > Float Valves","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Float Valve - Direct Acting Lever Operated - Flanged Table D","Size - please check product sizing before ordering","300mm","","","","n","","","","","","n","0","0","","","n","n","<ul><li>Size From: 50mm</li><li>Body: CI/316SS</li><li>Pressure Range: 0-16 BAR</li></ul>","","","","0000-00-00 00:00:00","n","0","12 weeks","0000-00-00 00:00:00","0","2018-09-10 12:48:33","Body material; Cast Iron FBE Coated, Lever and float material; 316 stainless steel","","","0000-00-00","","","","20249.00","","","","","","","","","","","","0"
"DAFVE-50","DAFVE","Float Valve - Direct Acting Lever Operated - Flanged Table D","","Float Valve ","n","n","n","0.00","0.00000000","2294.00","0.00000000","n","","Industrial Valves;Industrial Valves > Float Valves","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Float Valve - Direct Acting Lever Operated - Flanged Table D","Size - please check product sizing before ordering","50mm DN50 (2"") Nominal Bore sizing","","","","n","","","","","","n","0","0","","","n","n","<ul><li>Size From: 50mm</li><li>Body: CI/316SS</li><li>Pressure Range: 0-16 BAR</li></ul>","","","","0000-00-00 00:00:00","n","0","7 days","0000-00-00 00:00:00","0","2018-09-10 12:48:33","Body material; Cast Iron FBE Coated, Lever and float material; 316 stainless steel","","","0000-00-00","","","","2294.00","","","","","","","","","","","","0"
"DAFVE-80","DAFVE","Float Valve - Direct Acting Lever Operated - Flanged Table D","","Float Valve ","n","n","n","0.00","0.00000000","4003.00","0.00000000","n","","Industrial Valves;Industrial Valves > Float Valves","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Float Valve - Direct Acting Lever Operated - Flanged Table D","Size - please check product sizing before ordering","80mm DN80 (3"") Nominal Bore sizing","","","","n","","","","","","n","0","0","","","n","n","<ul><li>Size From: 50mm</li><li>Body: CI/316SS</li><li>Pressure Range: 0-16 BAR</li></ul>","","","","0000-00-00 00:00:00","n","0","7 days","0000-00-00 00:00:00","0","2018-09-10 12:48:33","Body material; Cast Iron FBE Coated, Lever and float material; 316 stainless steel","","","0000-00-00","","","","4003.00","","","","","","","","","","","","0"
"DAREJ","","Double Arch Rubber Expansion Joint - unfilled arch","","Double Arch Rubber Expansion Joint","y","y","y","0.00","0.00000000","1013.00","0.00000000","n","<p>The Double Arch Rubber Expansion Joint with an unfilled arch provides greater movement and flexibility than a Single Arch. Movements of 40mm and upwards are acheivable with two arches.</p>

<p>Tie rods/Control rods should be installed if excessive movement is likely to occur.</p>

<p><span style=""font-size: 16px;""><b>Available in size range DN50 (2"") to DN1000</b></span></p>

<p>- The double arch can be unfilled or filled depending on the application and customer requirements.</p>

<p>- More allowable movement than a single arch rubber expansion joint.</p>

<p>- Available in a wide range of rubber materials.</p>

<p>- Available in a wide range of flange specifications such as AS4087 PN16, AS2129 Table D, ANSI 150LB/ASME 150.</p>

<p>- Available in a wide range of flange/backing ring materials such as 316 stainless steel, hot dipped galvanised, and zinc plated steel.</p>

<p>- 12 months warranty on manufacturing defects only.</p>
","Expansion Joints ;Expansion Joints  > Double Arch Rubber Expansion Joint","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Double Arch Rubber Expansion Joint - unfilled arch","","","","","","n","","","","","","n","6","6","","","n","n","","","","","0000-00-00 00:00:00","n","0","5 weeks","0000-00-00 00:00:00","0","2019-05-16 00:00:00","EPDM, Table E zinc plated flanges","","","0000-00-00","o_Rlzo_1Ldc","","","1013.00","","","","","","","","","","","",""
"DAREJ_100","DAREJ","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before ordering: 100mm DN100 (4"") Nominal Bore sizing]","","Double Arch Rubber Expansion Joint","y","y","n","0.00","0.00000000","1350.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Double Arch Rubber Expansion Joint","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before orderi","Size - please check product sizing before ordering","100mm DN100 (4"") Nominal Bore sizing","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","5 weeks","0000-00-00 00:00:00","0","2022-06-06 00:00:00","","","","0000-00-00","","","","1350.00","","","","","","","","","","","",""
"DAREJ_1000","DAREJ","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before ordering: 1000mm]","","Double Arch Rubber Expansion Joint","y","y","n","0.00","0.00000000","13500.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Double Arch Rubber Expansion Joint","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before orderi","Size - please check product sizing before ordering","1000mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","5 weeks","0000-00-00 00:00:00","0","2022-06-06 00:00:00","","","","0000-00-00","","","","13500.00","","","","","","","","","","","",""
"DAREJ_125","DAREJ","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before ordering: 125mm]","","Double Arch Rubber Expansion Joint","y","y","n","0.00","0.00000000","1485.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Double Arch Rubber Expansion Joint","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before orderi","Size - please check product sizing before ordering","125mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","5 weeks","0000-00-00 00:00:00","0","2022-06-06 00:00:00","","","","0000-00-00","","","","1485.00","","","","","","","","","","","",""
"DAREJ_150","DAREJ","Double Arch Rubber Expansion Joint - unfilled arch [size: 150mm]","","Double Arch Rubber Expansion Joint","y","y","n","0.00","0.00000000","2599.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Double Arch Rubber Expansion Joint","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Double Arch Rubber Expansion Joint -unfilled arch [size: 150mm]","Size - please check product sizing before ordering","150mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","5 weeks","0000-00-00 00:00:00","0","2019-09-05 00:00:00","","","","0000-00-00","","","","2599.00","","","","","","","","","","","",""
"DAREJ_200","DAREJ","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before ordering: 200mm]","","Double Arch Rubber Expansion Joint","y","y","n","0.00","0.00000000","2700.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Double Arch Rubber Expansion Joint","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before orderi","Size - please check product sizing before ordering","200mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","5 weeks","0000-00-00 00:00:00","0","2022-06-06 00:00:00","","","","0000-00-00","","","","2700.00","","","","","","","","","","","",""
"DAREJ_250","DAREJ","Double Arch Rubber Expansion Joint - unfilled arch [size: 250mm]","","Double Arch Rubber Expansion Joint","y","y","n","0.00","0.00000000","3711.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Double Arch Rubber Expansion Joint","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Double Arch Rubber Expansion Joint - unfilled arch [size: 250mm]","Size - please check product sizing before ordering","250mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","5 weeks","0000-00-00 00:00:00","0","2020-02-06 00:00:00","","","","0000-00-00","","","","3711.00","","","","","","","","","","","",""
"DAREJ_300","DAREJ","Double Arch Rubber Expansion Joint - unfilled arch [size: 300mm]","","Double Arch Rubber Expansion Joint","y","y","n","0.00","0.00000000","4440.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Double Arch Rubber Expansion Joint","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Double Arch Rubber Expansion Joint - unfilled arch [size: 300mm]","Size - please check product sizing before ordering","300mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","5 weeks","0000-00-00 00:00:00","0","2019-09-05 00:00:00","","","","0000-00-00","","","","4440.00","","","","","","","","","","","",""
"DAREJ_350","DAREJ","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before ordering: 350mm]","","Double Arch Rubber Expansion Joint","y","y","n","0.00","0.00000000","4725.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Double Arch Rubber Expansion Joint","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before orderi","Size - please check product sizing before ordering","350mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","5 weeks","0000-00-00 00:00:00","0","2022-06-06 00:00:00","","","","0000-00-00","","","","4725.00","","","","","","","","","","","",""
"DAREJ_400","DAREJ","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before ordering: 400mm]","","Double Arch Rubber Expansion Joint","y","y","n","0.00","0.00000000","5400.00","0.00000000","n","","Expansion Joints ;Expansion Joints  > Double Arch Rubber Expansion Joint","","","","","0.000","0.000000000","0.000","","","0.000","0.0000","0","","Double Arch Rubber Expansion Joint - unfilled arch [Size - please check product sizing before orderi","Size - please check product sizing before ordering","400mm","","","","n","","","","","","n","0","0","","","n","y","","","","","0000-00-00 00:00:00","n","0","5 weeks","0000-00-00 00:00:00","0","2022-06-06 00:00:00","","","","0000-00-00","","","","5400.00","","","","","","","","","","","",""
